gene_id	pathway_id	pathway_name
HORVU.MOREX.r3.UnG0764400	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0768590	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0769990	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0773990	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0774870	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0776210	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0777360	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0778460	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0780010	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0781110	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0795140	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0796080	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0805430	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0806920	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0808400	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0814500	GO:0006813	potassium ion transport
HORVU.MOREX.r3.UnG0815450	GO:0006813	potassium ion transport
HORVU.MOREX.r3.1HG0021240	GO:0006814	sodium ion transport
HORVU.MOREX.r3.2HG0114130	GO:0006814	sodium ion transport
HORVU.MOREX.r3.2HG0115250	GO:0006814	sodium ion transport
HORVU.MOREX.r3.3HG0221490	GO:0006814	sodium ion transport
HORVU.MOREX.r3.4HG0333170	GO:0006814	sodium ion transport
HORVU.MOREX.r3.4HG0364050	GO:0006814	sodium ion transport
HORVU.MOREX.r3.4HG0404980	GO:0006814	sodium ion transport
HORVU.MOREX.r3.5HG0424600	GO:0006814	sodium ion transport
HORVU.MOREX.r3.5HG0424860	GO:0006814	sodium ion transport
HORVU.MOREX.r3.5HG0459270	GO:0006814	sodium ion transport
HORVU.MOREX.r3.5HG0467820	GO:0006814	sodium ion transport
HORVU.MOREX.r3.5HG0471410	GO:0006814	sodium ion transport
HORVU.MOREX.r3.5HG0490190	GO:0006814	sodium ion transport
HORVU.MOREX.r3.7HG0665750	GO:0006814	sodium ion transport
HORVU.MOREX.r3.7HG0675240	GO:0006814	sodium ion transport
HORVU.MOREX.r3.7HG0678490	GO:0006814	sodium ion transport
HORVU.MOREX.r3.7HG0727320	GO:0006814	sodium ion transport
HORVU.MOREX.r3.1HG0007600	GO:0006816	calcium ion transport
HORVU.MOREX.r3.1HG0047660	GO:0006816	calcium ion transport
HORVU.MOREX.r3.1HG0069030	GO:0006816	calcium ion transport
HORVU.MOREX.r3.1HG0077790	GO:0006816	calcium ion transport
HORVU.MOREX.r3.2HG0103720	GO:0006816	calcium ion transport
HORVU.MOREX.r3.2HG0179570	GO:0006816	calcium ion transport
HORVU.MOREX.r3.2HG0192750	GO:0006816	calcium ion transport
HORVU.MOREX.r3.2HG0192770	GO:0006816	calcium ion transport
HORVU.MOREX.r3.2HG0194530	GO:0006816	calcium ion transport
HORVU.MOREX.r3.2HG0203400	GO:0006816	calcium ion transport
HORVU.MOREX.r3.3HG0266310	GO:0006816	calcium ion transport
HORVU.MOREX.r3.3HG0280030	GO:0006816	calcium ion transport
HORVU.MOREX.r3.3HG0296940	GO:0006816	calcium ion transport
HORVU.MOREX.r3.3HG0317250	GO:0006816	calcium ion transport
HORVU.MOREX.r3.4HG0338180	GO:0006816	calcium ion transport
HORVU.MOREX.r3.4HG0339640	GO:0006816	calcium ion transport
HORVU.MOREX.r3.4HG0342980	GO:0006816	calcium ion transport
HORVU.MOREX.r3.4HG0353720	GO:0006816	calcium ion transport
HORVU.MOREX.r3.4HG0367770	GO:0006816	calcium ion transport
HORVU.MOREX.r3.4HG0386480	GO:0006816	calcium ion transport
HORVU.MOREX.r3.4HG0389880	GO:0006816	calcium ion transport
HORVU.MOREX.r3.4HG0398550	GO:0006816	calcium ion transport
HORVU.MOREX.r3.5HG0438560	GO:0006816	calcium ion transport
HORVU.MOREX.r3.5HG0461290	GO:0006816	calcium ion transport
HORVU.MOREX.r3.5HG0463680	GO:0006816	calcium ion transport
HORVU.MOREX.r3.5HG0492640	GO:0006816	calcium ion transport
HORVU.MOREX.r3.6HG0556990	GO:0006816	calcium ion transport
HORVU.MOREX.r3.6HG0570250	GO:0006816	calcium ion transport
HORVU.MOREX.r3.6HG0594010	GO:0006816	calcium ion transport
HORVU.MOREX.r3.7HG0650830	GO:0006816	calcium ion transport
HORVU.MOREX.r3.7HG0665750	GO:0006816	calcium ion transport
HORVU.MOREX.r3.7HG0682170	GO:0006816	calcium ion transport
HORVU.MOREX.r3.2HG0101660	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.2HG0135060	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.2HG0199560	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.2HG0199590	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.2HG0199600	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.2HG0199610	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.4HG0332850	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.4HG0408470	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.4HG0408490	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.4HG0408500	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.4HG0408510	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.4HG0408810	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.4HG0411330	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.5HG0523050	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.5HG0523090	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.5HG0529600	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.6HG0590620	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.6HG0596450	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.6HG0627940	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.6HG0627980	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.7HG0675560	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.7HG0676420	GO:0006817	phosphate ion transport
HORVU.MOREX.r3.1HG0027400	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.2HG0188170	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.3HG0240710	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.4HG0409380	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.4HG0411730	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.5HG0442770	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.5HG0489700	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.6HG0551840	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.6HG0602620	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.7HG0662830	GO:0006820	monoatomic anion transport
HORVU.MOREX.r3.2HG0170290	GO:0006821	chloride transport
HORVU.MOREX.r3.2HG0205400	GO:0006821	chloride transport
HORVU.MOREX.r3.3HG0240590	GO:0006821	chloride transport
HORVU.MOREX.r3.3HG0283520	GO:0006821	chloride transport
HORVU.MOREX.r3.3HG0283530	GO:0006821	chloride transport
HORVU.MOREX.r3.3HG0298310	GO:0006821	chloride transport
HORVU.MOREX.r3.4HG0335510	GO:0006821	chloride transport
HORVU.MOREX.r3.5HG0520930	GO:0006821	chloride transport
HORVU.MOREX.r3.6HG0554970	GO:0006821	chloride transport
HORVU.MOREX.r3.6HG0554980	GO:0006821	chloride transport
HORVU.MOREX.r3.6HG0610240	GO:0006821	chloride transport
HORVU.MOREX.r3.7HG0678170	GO:0006821	chloride transport
HORVU.MOREX.r3.2HG0133530	GO:0006825	copper ion transport
HORVU.MOREX.r3.2HG0166860	GO:0006825	copper ion transport
HORVU.MOREX.r3.3HG0292110	GO:0006825	copper ion transport
HORVU.MOREX.r3.5HG0480410	GO:0006825	copper ion transport
HORVU.MOREX.r3.7HG0684580	GO:0006825	copper ion transport
HORVU.MOREX.r3.2HG0099650	GO:0006826	iron ion transport
HORVU.MOREX.r3.2HG0173670	GO:0006826	iron ion transport
HORVU.MOREX.r3.2HG0184640	GO:0006826	iron ion transport
HORVU.MOREX.r3.2HG0192940	GO:0006826	iron ion transport
HORVU.MOREX.r3.2HG0192950	GO:0006826	iron ion transport
HORVU.MOREX.r3.2HG0214850	GO:0006826	iron ion transport
HORVU.MOREX.r3.3HG0293900	GO:0006826	iron ion transport
HORVU.MOREX.r3.4HG0349590	GO:0006826	iron ion transport
HORVU.MOREX.r3.4HG0354610	GO:0006826	iron ion transport
HORVU.MOREX.r3.4HG0379180	GO:0006826	iron ion transport
HORVU.MOREX.r3.4HG0390750	GO:0006826	iron ion transport
HORVU.MOREX.r3.5HG0443340	GO:0006826	iron ion transport
HORVU.MOREX.r3.5HG0465530	GO:0006826	iron ion transport
HORVU.MOREX.r3.5HG0478840	GO:0006826	iron ion transport
HORVU.MOREX.r3.6HG0599090	GO:0006826	iron ion transport
HORVU.MOREX.r3.7HG0717930	GO:0006826	iron ion transport
HORVU.MOREX.r3.7HG0727820	GO:0006826	iron ion transport
HORVU.MOREX.r3.3HG0260130	GO:0006828	manganese ion transport
HORVU.MOREX.r3.4HG0342570	GO:0006828	manganese ion transport
HORVU.MOREX.r3.4HG0398010	GO:0006828	manganese ion transport
HORVU.MOREX.r3.4HG0405890	GO:0006828	manganese ion transport
HORVU.MOREX.r3.4HG0418520	GO:0006828	manganese ion transport
HORVU.MOREX.r3.5HG0439330	GO:0006828	manganese ion transport
HORVU.MOREX.r3.5HG0467950	GO:0006828	manganese ion transport
HORVU.MOREX.r3.7HG0707710	GO:0006828	manganese ion transport
HORVU.MOREX.r3.7HG0735680	GO:0006828	manganese ion transport
HORVU.MOREX.r3.1HG0016110	GO:0006829	zinc ion transport
HORVU.MOREX.r3.1HG0054710	GO:0006829	zinc ion transport
HORVU.MOREX.r3.1HG0071740	GO:0006829	zinc ion transport
HORVU.MOREX.r3.2HG0119060	GO:0006829	zinc ion transport
HORVU.MOREX.r3.2HG0158870	GO:0006829	zinc ion transport
HORVU.MOREX.r3.2HG0174930	GO:0006829	zinc ion transport
HORVU.MOREX.r3.2HG0191210	GO:0006829	zinc ion transport
HORVU.MOREX.r3.4HG0409880	GO:0006829	zinc ion transport
HORVU.MOREX.r3.6HG0634070	GO:0006829	zinc ion transport
HORVU.MOREX.r3.2HG0105020	GO:0006833	water transport
HORVU.MOREX.r3.2HG0133340	GO:0006833	water transport
HORVU.MOREX.r3.2HG0182400	GO:0006833	water transport
HORVU.MOREX.r3.2HG0183550	GO:0006833	water transport
HORVU.MOREX.r3.2HG0188290	GO:0006833	water transport
HORVU.MOREX.r3.2HG0189670	GO:0006833	water transport
HORVU.MOREX.r3.2HG0189680	GO:0006833	water transport
HORVU.MOREX.r3.3HG0249180	GO:0006833	water transport
HORVU.MOREX.r3.3HG0249190	GO:0006833	water transport
HORVU.MOREX.r3.4HG0354480	GO:0006833	water transport
HORVU.MOREX.r3.4HG0412910	GO:0006833	water transport
HORVU.MOREX.r3.4HG0414600	GO:0006833	water transport
HORVU.MOREX.r3.5HG0447330	GO:0006833	water transport
HORVU.MOREX.r3.5HG0472810	GO:0006833	water transport
HORVU.MOREX.r3.5HG0500800	GO:0006833	water transport
HORVU.MOREX.r3.5HG0537740	GO:0006833	water transport
HORVU.MOREX.r3.5HG0537860	GO:0006833	water transport
HORVU.MOREX.r3.6HG0551510	GO:0006833	water transport
HORVU.MOREX.r3.6HG0596770	GO:0006833	water transport
HORVU.MOREX.r3.6HG0602210	GO:0006833	water transport
HORVU.MOREX.r3.6HG0631700	GO:0006833	water transport
HORVU.MOREX.r3.6HG0631710	GO:0006833	water transport
HORVU.MOREX.r3.7HG0667130	GO:0006833	water transport
HORVU.MOREX.r3.7HG0711310	GO:0006833	water transport
HORVU.MOREX.r3.5HG0487680	GO:0006839	mitochondrial transport
HORVU.MOREX.r3.5HG0496050	GO:0006839	mitochondrial transport
HORVU.MOREX.r3.1HG0016030	GO:0006850	pyruvate import into mitochondria
HORVU.MOREX.r3.2HG0136460	GO:0006850	pyruvate import into mitochondria
HORVU.MOREX.r3.2HG0177820	GO:0006850	pyruvate import into mitochondria
HORVU.MOREX.r3.7HG0636020	GO:0006850	pyruvate import into mitochondria
HORVU.MOREX.r3.2HG0179570	GO:0006851	mitochondrial calcium ion transmembrane transport
HORVU.MOREX.r3.6HG0594010	GO:0006851	mitochondrial calcium ion transmembrane transport
HORVU.MOREX.r3.1HG0005090	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.1HG0056390	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.1HG0056410	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.1HG0075440	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.1HG0075470	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.1HG0075480	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.2HG0190020	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.2HG0194360	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0228170	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0228230	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0231720	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0290630	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0298810	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0298840	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0298910	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0298920	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0304970	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.4HG0338080	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.4HG0393720	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.4HG0393750	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.4HG0415780	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.4HG0416720	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.5HG0527270	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.5HG0527310	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.7HG0700030	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.7HG0732570	GO:0006857	oligopeptide transport
HORVU.MOREX.r3.3HG0309580	GO:0006858	extracellular transport
HORVU.MOREX.r3.1HG0061470	GO:0006862	nucleotide transport
HORVU.MOREX.r3.3HG0261410	GO:0006862	nucleotide transport
HORVU.MOREX.r3.3HG0275710	GO:0006862	nucleotide transport
HORVU.MOREX.r3.4HG0340070	GO:0006862	nucleotide transport
HORVU.MOREX.r3.4HG0352020	GO:0006862	nucleotide transport
HORVU.MOREX.r3.4HG0389580	GO:0006862	nucleotide transport
HORVU.MOREX.r3.4HG0395120	GO:0006862	nucleotide transport
HORVU.MOREX.r3.6HG0577180	GO:0006862	nucleotide transport
HORVU.MOREX.r3.1HG0085600	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.1HG0085640	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.1HG0085670	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.2HG0196650	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.2HG0196660	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.2HG0196670	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.2HG0196700	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.2HG0217910	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.3HG0280250	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.4HG0406390	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.4HG0406400	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.4HG0406410	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.4HG0406420	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.4HG0406450	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.5HG0487880	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.5HG0487910	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.5HG0487950	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.5HG0504940	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.5HG0517520	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.6HG0605150	GO:0006863	purine nucleobase transport
HORVU.MOREX.r3.1HG0012370	GO:0006865	amino acid transport
HORVU.MOREX.r3.1HG0017310	GO:0006865	amino acid transport
HORVU.MOREX.r3.1HG0037780	GO:0006865	amino acid transport
HORVU.MOREX.r3.1HG0066460	GO:0006865	amino acid transport
HORVU.MOREX.r3.1HG0074390	GO:0006865	amino acid transport
HORVU.MOREX.r3.1HG0093070	GO:0006865	amino acid transport
HORVU.MOREX.r3.1HG0093080	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0102700	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0154170	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0158180	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0161240	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0161820	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0169290	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0173330	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0173360	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0173380	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0173520	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0174620	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0177480	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0177560	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0185340	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0187870	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0188050	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0191460	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0202280	GO:0006865	amino acid transport
HORVU.MOREX.r3.2HG0213700	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0234440	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0235830	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0246190	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0270460	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0270500	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0273060	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0298070	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0298080	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0300950	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0301040	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0303050	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0304510	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0307240	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0307250	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0308270	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0319360	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0319380	GO:0006865	amino acid transport
HORVU.MOREX.r3.3HG0319390	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0332970	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0338010	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0341710	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0343090	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0346860	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0349300	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0352320	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0357330	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0392470	GO:0006865	amino acid transport
HORVU.MOREX.r3.4HG0407650	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0425110	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0428960	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0441100	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0443640	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0449160	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0456090	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0458650	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0461770	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0471320	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0489610	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0508440	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0525290	GO:0006865	amino acid transport
HORVU.MOREX.r3.5HG0525300	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0569780	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0574650	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0574850	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0600680	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0603010	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0610780	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0610800	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0611340	GO:0006865	amino acid transport
HORVU.MOREX.r3.6HG0622520	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0660640	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0666540	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0666550	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0667720	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0671720	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0703460	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0703490	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0718080	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0718130	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0722690	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0722800	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0722820	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0722830	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0740670	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0740680	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0740700	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0740730	GO:0006865	amino acid transport
HORVU.MOREX.r3.7HG0745000	GO:0006865	amino acid transport
HORVU.MOREX.r3.1HG0009930	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0009950	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0010340	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0048840	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0048880	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0049000	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0057310	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0071020	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0076580	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0076590	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0076600	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0083720	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0083730	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0083740	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0083750	GO:0006869	lipid transport
HORVU.MOREX.r3.1HG0083770	GO:0006869	lipid transport
HORVU.MOREX.r3.2HG0119520	GO:0006869	lipid transport
HORVU.MOREX.r3.2HG0123490	GO:0006869	lipid transport
HORVU.MOREX.r3.2HG0146160	GO:0006869	lipid transport
HORVU.MOREX.r3.2HG0187940	GO:0006869	lipid transport
HORVU.MOREX.r3.2HG0198690	GO:0006869	lipid transport
HORVU.MOREX.r3.2HG0198700	GO:0006869	lipid transport
HORVU.MOREX.r3.2HG0198710	GO:0006869	lipid transport
HORVU.MOREX.r3.2HG0205390	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0222090	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0227320	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0227360	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0227370	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0227390	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0227400	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0227420	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0246700	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0251310	GO:0006869	lipid transport
HORVU.MOREX.r3.3HG0297690	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0336460	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0340690	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0352470	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0352480	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0388430	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0391490	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0391900	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0400520	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0402940	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0412740	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0415340	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0415770	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0417270	GO:0006869	lipid transport
HORVU.MOREX.r3.4HG0417280	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0445510	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0448500	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0450160	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0464400	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0464410	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0475150	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0500570	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0516380	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0517120	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0518030	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0522000	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0522020	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0524000	GO:0006869	lipid transport
HORVU.MOREX.r3.5HG0530170	GO:0006869	lipid transport
HORVU.MOREX.r3.6HG0555000	GO:0006869	lipid transport
HORVU.MOREX.r3.6HG0567370	GO:0006869	lipid transport
HORVU.MOREX.r3.6HG0574550	GO:0006869	lipid transport
HORVU.MOREX.r3.6HG0578800	GO:0006869	lipid transport
HORVU.MOREX.r3.6HG0586400	GO:0006869	lipid transport
HORVU.MOREX.r3.6HG0604610	GO:0006869	lipid transport
HORVU.MOREX.r3.6HG0632660	GO:0006869	lipid transport
HORVU.MOREX.r3.6HG0632990	GO:0006869	lipid transport
HORVU.MOREX.r3.7HG0650620	GO:0006869	lipid transport
HORVU.MOREX.r3.7HG0653750	GO:0006869	lipid transport
HORVU.MOREX.r3.7HG0653770	GO:0006869	lipid transport
HORVU.MOREX.r3.7HG0653840	GO:0006869	lipid transport
HORVU.MOREX.r3.7HG0670830	GO:0006869	lipid transport
