gene_id	pathway_id	pathway_name
HORVU.MOREX.r3.3HG0297330	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0297410	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0297580	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0297620	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0297850	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0298190	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0298800	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0299220	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0300080	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0300890	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0301720	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0303710	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0303750	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0304830	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0305410	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0305640	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0306300	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0306440	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0306490	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0306670	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0307170	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0307340	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0309210	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0309360	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0309380	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0309700	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0309730	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0311700	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0311790	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0312090	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0312290	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0312470	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0312740	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0313620	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0313630	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0314070	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0314450	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0314490	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0314770	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0315350	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0315360	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0319500	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0319930	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0319940	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0320770	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0320810	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0320820	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0320830	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0321210	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0321300	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0322040	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0322210	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0322270	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0322290	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0322340	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0322660	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0323020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0323940	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0324740	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0325360	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0325550	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0325560	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0327020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0328800	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0329310	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0329750	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0330890	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0330950	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0331000	GO:0004672	protein kinase activity
HORVU.MOREX.r3.3HG0331100	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0331230	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0331330	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0331780	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0331910	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0331920	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0331930	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0332630	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0334260	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0334900	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0335040	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0336340	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0336440	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0337020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0337090	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0337140	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0337200	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0337540	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0337570	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0337580	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0337740	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0338040	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0338070	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0338250	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0338560	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0338720	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0339400	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0341800	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0341900	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0342860	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0343290	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0343800	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0344020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0344380	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0344790	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0344810	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0344820	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0344940	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0344970	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0345000	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0345140	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0345450	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0345840	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0346120	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0346810	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0347050	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0347270	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0348910	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0348970	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0349000	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0349400	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0349770	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0350600	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0350770	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0352300	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0352510	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0353330	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0353940	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0354250	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0354540	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0355140	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0356280	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0356290	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0356360	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0356420	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0356730	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0359590	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0359970	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0360590	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0361760	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0374020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0377070	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0378630	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0378900	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0378980	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0379050	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0379400	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0380480	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0380570	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0383790	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0384030	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0384360	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0384390	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0384620	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0385110	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0385780	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0385960	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0386490	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0388180	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0388310	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0389130	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0389380	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0389790	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0390270	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0391310	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0391450	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0392940	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0393280	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0394080	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0394330	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0394400	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0394920	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0394990	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0395160	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0395580	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0395840	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0397630	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398070	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398120	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398490	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398620	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398660	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398730	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398740	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398750	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0398760	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0399520	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0401630	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0401890	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0403510	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0403960	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0404850	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0405780	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0407340	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0407590	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0407600	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0407750	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0408170	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0408180	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0409590	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0409600	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0410030	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0410040	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0410700	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0410810	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0410930	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0411170	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0411380	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0412300	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0412570	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0413100	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0413160	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0413490	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0414180	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0414820	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0414850	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0415460	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0415860	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0416400	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0416530	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0416700	GO:0004672	protein kinase activity
HORVU.MOREX.r3.4HG0417010	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0419470	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0419530	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0419600	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0420290	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0420320	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0420330	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0420370	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0420380	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0421040	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0421130	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0421310	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0422540	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0425520	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0425730	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0427440	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0427450	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0427840	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0429140	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0429150	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430130	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430480	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430530	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430540	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430550	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430560	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430620	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430760	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430800	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0430860	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0431150	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0431410	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0431510	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0432340	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0433220	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0434380	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0436960	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0437110	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0438040	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0438740	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0440450	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0441080	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0442250	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0442460	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0442630	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0443020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0449270	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0450250	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0451470	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0452930	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0454300	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0456010	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0456460	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0457350	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0458010	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0459420	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0459810	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0462150	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0462600	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0463310	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0463770	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0463930	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0464440	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0464580	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0465560	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0465610	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0466820	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0467030	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0467840	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0468050	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0468530	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0469190	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0469720	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0469800	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0469840	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0470210	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0470980	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0471560	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0473710	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0473950	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0473960	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0474180	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0474380	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0474460	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0474810	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0475160	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0477210	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0477430	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0477460	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0477560	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0478260	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0478990	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0479040	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0479090	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0479660	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0479880	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0480130	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0480140	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0480150	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0480170	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0480440	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0482640	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0483990	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0484020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0485450	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0486220	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0486880	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0486890	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0487690	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0488230	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0489020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0489130	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0490230	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0490610	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0490620	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0492680	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0495010	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0495030	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0495240	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0495250	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0495260	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0495500	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0495730	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0495800	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0498720	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0499110	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0499340	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0499530	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0500590	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0501110	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0501470	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0501480	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0501530	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0501600	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0501820	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503160	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503300	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503340	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503380	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503400	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503420	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503440	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503450	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503550	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503560	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503570	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503580	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503630	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503690	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503880	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0503950	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0504480	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0505720	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0505950	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0506000	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0506020	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0506080	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0506130	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0506170	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0506190	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0506210	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0506810	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0507370	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0508300	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0508800	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0509060	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0509880	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0510050	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0510390	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0510400	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0510440	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0510630	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0510760	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0511440	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0511490	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0512150	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0512250	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0512370	GO:0004672	protein kinase activity
HORVU.MOREX.r3.5HG0512550	GO:0004672	protein kinase activity
