gene_id	gene_name	description
HORVU.MOREX.r3.3HG0223780	NA	NA
HORVU.MOREX.r3.1HG0088230	NA	NA
HORVU.MOREX.r3.2HG0214630	NA	NA
HORVU.MOREX.r3.7HG0675190	NA	NA
HORVU.MOREX.r3.5HG0467500	NA	NA
HORVU.MOREX.r3.2HG0095520	NA	NA
HORVU.MOREX.r3.7HG0671880	NA	NA
HORVU.MOREX.r3.1HG0093930	NA	NA
HORVU.MOREX.r3.7HG0678330	NA	NA
HORVU.MOREX.r3.6HG0587680	Cry1a	NA
HORVU.MOREX.r3.2HG0187810	NA	NA
HORVU.MOREX.r3.2HG0156310	NA	NA
HORVU.MOREX.r3.5HG0459270	NA	NA
HORVU.MOREX.r3.1HG0054370	NA	NA
HORVU.MOREX.r3.1HG0026640	NA	NA
HORVU.MOREX.r3.2HG0185060	NA	NA
HORVU.MOREX.r3.5HG0476220	NA	NA
HORVU.MOREX.r3.5HG0529010	NA	NA
HORVU.MOREX.r3.5HG0481530	NA	NA
HORVU.MOREX.r3.5HG0443570	NA	NA
HORVU.MOREX.r3.3HG0322780	NA	NA
HORVU.MOREX.r3.2HG0127480	NA	NA
HORVU.MOREX.r3.5HG0491480	NA	NA
HORVU.MOREX.r3.3HG0246030	NA	NA
HORVU.MOREX.r3.2HG0177680	NA	NA
HORVU.MOREX.r3.2HG0152470	NA	NA
HORVU.MOREX.r3.7HG0744200	NA	NA
HORVU.MOREX.r3.4HG0419020	NA	NA
HORVU.MOREX.r3.4HG0399660	NA	NA
HORVU.MOREX.r3.3HG0257630	NA	NA
HORVU.MOREX.r3.2HG0210700	NA	NA
HORVU.MOREX.r3.3HG0298380	NA	NA
HORVU.MOREX.r3.7HG0682400	NA	NA
HORVU.MOREX.r3.6HG0558550	NA	NA
HORVU.MOREX.r3.4HG0353430	NA	NA
HORVU.MOREX.r3.1HG0039870	NA	NA
HORVU.MOREX.r3.3HG0288590	NA	NA
HORVU.MOREX.r3.7HG0738670	NA	NA
HORVU.MOREX.r3.5HG0501310	NA	NA
HORVU.MOREX.r3.1HG0089140	NA	NA
HORVU.MOREX.r3.3HG0275350	NA	NA
HORVU.MOREX.r3.4HG0410200	NA	NA
HORVU.MOREX.r3.1HG0004730	NA	NA
HORVU.MOREX.r3.7HG0677260	NA	NA
HORVU.MOREX.r3.4HG0417300	NA	NA
HORVU.MOREX.r3.7HG0723230	NA	NA
HORVU.MOREX.r3.7HG0637270	NA	NA
HORVU.MOREX.r3.1HG0019040	NA	NA
HORVU.MOREX.r3.5HG0490890	NA	NA
HORVU.MOREX.r3.4HG0394050	NA	NA
HORVU.MOREX.r3.1HG0006440	NA	NA
HORVU.MOREX.r3.1HG0068380	NA	NA
HORVU.MOREX.r3.4HG0378840	NA	NA
HORVU.MOREX.r3.7HG0654920	NA	NA
HORVU.MOREX.r3.1HG0075520	NA	NA
HORVU.MOREX.r3.6HG0633800	NA	NA
HORVU.MOREX.r3.6HG0616230	NA	NA
HORVU.MOREX.r3.5HG0425630	NA	NA
HORVU.MOREX.r3.3HG0329220	NA	NA
HORVU.MOREX.r3.2HG0188700	NA	NA
HORVU.MOREX.r3.6HG0566340	NA	NA
HORVU.MOREX.r3.2HG0118240	NA	NA
HORVU.MOREX.r3.3HG0316240	NA	NA
HORVU.MOREX.r3.UnG0815590	NA	NA
HORVU.MOREX.r3.1HG0054100	NA	NA
HORVU.MOREX.r3.4HG0358510	NA	NA
HORVU.MOREX.r3.4HG0362040	NA	NA
HORVU.MOREX.r3.6HG0610830	NA	NA
HORVU.MOREX.r3.2HG0150260	NA	NA
HORVU.MOREX.r3.2HG0105350	NA	NA
HORVU.MOREX.r3.4HG0355570	NA	NA
HORVU.MOREX.r3.7HG0737470	NA	NA
HORVU.MOREX.r3.4HG0358190	NA	NA
HORVU.MOREX.r3.7HG0731560	NA	NA
HORVU.MOREX.r3.2HG0176700	NA	NA
HORVU.MOREX.r3.2HG0107780	NA	NA
HORVU.MOREX.r3.6HG0598280	NA	NA
HORVU.MOREX.r3.6HG0548920	NA	NA
HORVU.MOREX.r3.7HG0711010	NA	NA
HORVU.MOREX.r3.4HG0396730	NA	NA
HORVU.MOREX.r3.7HG0727970	NA	NA
HORVU.MOREX.r3.4HG0357050	NA	NA
HORVU.MOREX.r3.1HG0015680	NA	NA
HORVU.MOREX.r3.1HG0066900	NA	NA
HORVU.MOREX.r3.4HG0410270	NA	NA
HORVU.MOREX.r3.5HG0535010	NA	NA
HORVU.MOREX.r3.4HG0410990	NA	NA
HORVU.MOREX.r3.1HG0055320	NA	NA
HORVU.MOREX.r3.3HG0244630	NA	NA
HORVU.MOREX.r3.7HG0716780	NA	NA
HORVU.MOREX.r3.6HG0559230	NA	NA
HORVU.MOREX.r3.4HG0356280	NA	NA
HORVU.MOREX.r3.2HG0111360	NA	NA
HORVU.MOREX.r3.5HG0499360	NA	NA
HORVU.MOREX.r3.4HG0339350	NA	NA
HORVU.MOREX.r3.5HG0456170	NA	NA
HORVU.MOREX.r3.6HG0629230	NA	NA
HORVU.MOREX.r3.5HG0514980	NA	NA
HORVU.MOREX.r3.6HG0567520	NA	NA
HORVU.MOREX.r3.5HG0476620	NA	NA
HORVU.MOREX.r3.7HG0729990	NA	NA
HORVU.MOREX.r3.6HG0621500	NA	NA
HORVU.MOREX.r3.4HG0407980	NA	NA
HORVU.MOREX.r3.6HG0606510	NA	NA
HORVU.MOREX.r3.3HG0315810	NA	NA
HORVU.MOREX.r3.3HG0260070	NA	NA
HORVU.MOREX.r3.7HG0751790	NA	NA
HORVU.MOREX.r3.1HG0064920	NA	NA
HORVU.MOREX.r3.2HG0178820	NA	NA
HORVU.MOREX.r3.7HG0651410	NA	NA
HORVU.MOREX.r3.5HG0513100	NA	NA
HORVU.MOREX.r3.5HG0443120	NA	NA
HORVU.MOREX.r3.4HG0334110	NA	NA
HORVU.MOREX.r3.6HG0630790	NA	NA
HORVU.MOREX.r3.4HG0408730	NA	NA
HORVU.MOREX.r3.2HG0112190	NA	NA
HORVU.MOREX.r3.2HG0127570	NA	NA
HORVU.MOREX.r3.1HG0043410	NA	NA
HORVU.MOREX.r3.4HG0357960	NA	NA
HORVU.MOREX.r3.5HG0444900	EFTS	NA
HORVU.MOREX.r3.4HG0337260	NA	NA
HORVU.MOREX.r3.1HG0014120	NA	NA
HORVU.MOREX.r3.4HG0349850	NA	NA
HORVU.MOREX.r3.1HG0055900	NA	NA
HORVU.MOREX.r3.3HG0249130	NA	NA
HORVU.MOREX.r3.6HG0567430	NA	NA
HORVU.MOREX.r3.5HG0516320	NA	NA
HORVU.MOREX.r3.6HG0601930	NA	NA
HORVU.MOREX.r3.4HG0332030	NA	NA
HORVU.MOREX.r3.4HG0354230	NA	NA
HORVU.MOREX.r3.7HG0697550	NA	NA
HORVU.MOREX.r3.5HG0443010	NA	NA
HORVU.MOREX.r3.2HG0114160	NA	NA
HORVU.MOREX.r3.4HG0370350	NA	NA
HORVU.MOREX.r3.4HG0393620	NA	NA
HORVU.MOREX.r3.2HG0195200	NA	NA
HORVU.MOREX.r3.2HG0127640	NA	NA
HORVU.MOREX.r3.3HG0319100	NA	NA
HORVU.MOREX.r3.6HG0614060	NA	NA
HORVU.MOREX.r3.2HG0198490	NA	NA
HORVU.MOREX.r3.2HG0124400	NA	NA
HORVU.MOREX.r3.5HG0465190	NA	NA
HORVU.MOREX.r3.7HG0671440	NA	NA
HORVU.MOREX.r3.4HG0332370	NA	NA
HORVU.MOREX.r3.4HG0406650	NA	NA
HORVU.MOREX.r3.4HG0390590	NA	NA
HORVU.MOREX.r3.7HG0721900	NA	NA
HORVU.MOREX.r3.3HG0320040	NA	NA
HORVU.MOREX.r3.1HG0090330	NA	NA
HORVU.MOREX.r3.5HG0458330	NA	NA
HORVU.MOREX.r3.2HG0184140	NA	NA
HORVU.MOREX.r3.7HG0725280	NA	NA
HORVU.MOREX.r3.7HG0645010	NA	NA
HORVU.MOREX.r3.3HG0313600	NA	NA
HORVU.MOREX.r3.5HG0481140	NA	NA
HORVU.MOREX.r3.7HG0665810	NA	NA
HORVU.MOREX.r3.3HG0316560	NA	NA
HORVU.MOREX.r3.7HG0648620	NA	NA
HORVU.MOREX.r3.6HG0554750	NA	NA
HORVU.MOREX.r3.7HG0716740	NA	NA
HORVU.MOREX.r3.3HG0257610	NA	NA
HORVU.MOREX.r3.5HG0428530	NA	NA
HORVU.MOREX.r3.7HG0670490	NA	NA
HORVU.MOREX.r3.2HG0100480	NA	NA
HORVU.MOREX.r3.1HG0082050	NA	NA
HORVU.MOREX.r3.7HG0643290	NA	NA
HORVU.MOREX.r3.1HG0077720	NA	NA
HORVU.MOREX.r3.7HG0718520	NA	NA
HORVU.MOREX.r3.6HG0621750	NA	NA
HORVU.MOREX.r3.7HG0647540	NA	NA
HORVU.MOREX.r3.2HG0097780	NA	NA
HORVU.MOREX.r3.2HG0128800	NA	NA
HORVU.MOREX.r3.5HG0533450	NA	NA
HORVU.MOREX.r3.5HG0511110	NA	NA
HORVU.MOREX.r3.5HG0500660	NA	NA
HORVU.MOREX.r3.5HG0473950	NA	NA
HORVU.MOREX.r3.UnG0755870	ndhE	NADH dehydrogenase subunit 4L [Source:NCBI gene (formerly Entrezgene);Acc:4525169]
HORVU.MOREX.r3.1HG0081540	NA	NA
HORVU.MOREX.r3.1HG0002130	NA	NA
HORVU.MOREX.r3.2HG0201790	NA	NA
HORVU.MOREX.r3.7HG0712680	NA	NA
HORVU.MOREX.r3.1HG0011820	NA	NA
HORVU.MOREX.r3.4HG0401280	NA	NA
HORVU.MOREX.r3.4HG0384030	NA	NA
HORVU.MOREX.r3.4HG0406590	NA	NA
HORVU.MOREX.r3.2HG0121900	NA	NA
HORVU.MOREX.r3.6HG0609580	NA	NA
HORVU.MOREX.r3.3HG0292830	NA	NA
HORVU.MOREX.r3.7HG0751660	NA	NA
HORVU.MOREX.r3.3HG0316290	NA	NA
HORVU.MOREX.r3.6HG0572120	NA	NA
HORVU.MOREX.r3.1HG0035920	NA	NA
HORVU.MOREX.r3.4HG0398810	NA	NA
HORVU.MOREX.r3.6HG0581750	NA	NA
HORVU.MOREX.r3.2HG0173870	NA	NA
HORVU.MOREX.r3.7HG0652880	NA	NA
HORVU.MOREX.r3.3HG0305360	NA	NA
HORVU.MOREX.r3.6HG0612630	NA	NA
HORVU.MOREX.r3.7HG0653780	UCW118	NA
HORVU.MOREX.r3.3HG0222370	NA	NA
HORVU.MOREX.r3.6HG0575240	NA	NA
HORVU.MOREX.r3.3HG0280930	NA	NA
HORVU.MOREX.r3.5HG0446800	NA	NA
HORVU.MOREX.r3.5HG0495740	NA	NA
HORVU.MOREX.r3.2HG0113040	NA	NA
HORVU.MOREX.r3.7HG0734460	NA	NA
HORVU.MOREX.r3.3HG0245610	NA	NA
HORVU.MOREX.r3.3HG0277850	NA	NA
HORVU.MOREX.r3.7HG0732810	NA	NA
HORVU.MOREX.r3.2HG0168770	NA	NA
HORVU.MOREX.r3.1HG0008650	NA	NA
HORVU.MOREX.r3.2HG0121430	NA	NA
HORVU.MOREX.r3.5HG0451280	NA	NA
HORVU.MOREX.r3.3HG0250450	NA	NA
HORVU.MOREX.r3.6HG0572920	NA	NA
HORVU.MOREX.r3.3HG0307170	NA	NA
HORVU.MOREX.r3.3HG0310600	NA	NA
HORVU.MOREX.r3.3HG0280400	NA	NA
HORVU.MOREX.r3.5HG0455480	NA	NA
HORVU.MOREX.r3.3HG0220880	NA	NA
HORVU.MOREX.r3.3HG0236670	NA	NA
HORVU.MOREX.r3.UnG0785430	NA	NA
HORVU.MOREX.r3.6HG0623460	NA	NA
HORVU.MOREX.r3.7HG0730340	NA	NA
HORVU.MOREX.r3.5HG0488370	NA	NA
HORVU.MOREX.r3.5HG0516720	NA	NA
HORVU.MOREX.r3.1HG0078590	NA	NA
HORVU.MOREX.r3.1HG0021020	NA	NA
HORVU.MOREX.r3.3HG0274630	NA	NA
HORVU.MOREX.r3.5HG0489840	NA	NA
HORVU.MOREX.r3.3HG0267610	NA	NA
HORVU.MOREX.r3.2HG0156590	NA	NA
HORVU.MOREX.r3.1HG0074730	NA	NA
HORVU.MOREX.r3.4HG0395610	NA	NA
HORVU.MOREX.r3.1HG0045370	NA	NA
HORVU.MOREX.r3.6HG0602620	NA	NA
HORVU.MOREX.r3.7HG0732430	NA	NA
HORVU.MOREX.r3.5HG0520540	NA	NA
HORVU.MOREX.r3.7HG0706380	NA	NA
HORVU.MOREX.r3.5HG0482570	NA	NA
HORVU.MOREX.r3.5HG0420060	NA	NA
HORVU.MOREX.r3.5HG0511140	NA	NA
HORVU.MOREX.r3.3HG0226200	NA	NA
HORVU.MOREX.r3.3HG0289570	NA	NA
HORVU.MOREX.r3.4HG0406280	NA	NA
HORVU.MOREX.r3.5HG0445520	NA	NA
HORVU.MOREX.r3.2HG0122620	NA	NA
HORVU.MOREX.r3.3HG0254430	NA	NA
HORVU.MOREX.r3.5HG0510250	NA	NA
HORVU.MOREX.r3.6HG0545630	NA	NA
HORVU.MOREX.r3.2HG0182330	NA	NA
HORVU.MOREX.r3.3HG0324020	NA	NA
HORVU.MOREX.r3.2HG0191150	NA	NA
HORVU.MOREX.r3.4HG0355130	NA	NA
HORVU.MOREX.r3.3HG0308820	NA	NA
HORVU.MOREX.r3.1HG0065130	NA	NA
HORVU.MOREX.r3.6HG0568070	NA	NA
HORVU.MOREX.r3.6HG0600810	NA	NA
HORVU.MOREX.r3.3HG0247180	NA	NA
HORVU.MOREX.r3.7HG0712940	NA	NA
HORVU.MOREX.r3.7HG0667940	NA	NA
HORVU.MOREX.r3.7HG0718670	NA	NA
HORVU.MOREX.r3.UnG0790410	NA	NA
HORVU.MOREX.r3.3HG0290350	NA	NA
HORVU.MOREX.r3.6HG0548930	NA	NA
HORVU.MOREX.r3.2HG0194580	NA	NA
HORVU.MOREX.r3.1HG0074980	NA	NA
HORVU.MOREX.r3.1HG0033130	NA	NA
HORVU.MOREX.r3.1HG0058690	NA	NA
HORVU.MOREX.r3.1HG0014890	NA	NA
HORVU.MOREX.r3.7HG0644870	NA	NA
HORVU.MOREX.r3.5HG0477430	NA	NA
HORVU.MOREX.r3.4HG0398220	NA	NA
HORVU.MOREX.r3.5HG0509720	NA	NA
HORVU.MOREX.r3.5HG0529970	NA	NA
HORVU.MOREX.r3.5HG0424910	NA	NA
HORVU.MOREX.r3.1HG0079280	NA	NA
HORVU.MOREX.r3.2HG0134010	NA	NA
HORVU.MOREX.r3.3HG0236690	NA	NA
HORVU.MOREX.r3.2HG0173510	NA	NA
HORVU.MOREX.r3.5HG0522320	NA	NA
HORVU.MOREX.r3.1HG0086350	NA	NA
HORVU.MOREX.r3.7HG0689580	NA	NA
HORVU.MOREX.r3.3HG0283800	NA	NA
HORVU.MOREX.r3.6HG0538670	NA	NA
HORVU.MOREX.r3.3HG0233860	NA	NA
HORVU.MOREX.r3.1HG0027000	NA	NA
HORVU.MOREX.r3.1HG0000480	NA	NA
HORVU.MOREX.r3.5HG0430810	NA	NA
HORVU.MOREX.r3.5HG0479820	NA	NA
HORVU.MOREX.r3.7HG0664780	NA	NA
HORVU.MOREX.r3.7HG0725210	NA	NA
HORVU.MOREX.r3.4HG0344650	NA	NA
HORVU.MOREX.r3.1HG0082780	NA	NA
HORVU.MOREX.r3.UnG0812370	rbcL	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Source:NCBI gene (formerly Entrezgene);Acc:4525187]
HORVU.MOREX.r3.7HG0707860	NA	NA
HORVU.MOREX.r3.2HG0133450	NA	NA
HORVU.MOREX.r3.6HG0600060	NA	NA
HORVU.MOREX.r3.6HG0556360	NA	NA
HORVU.MOREX.r3.4HG0397070	NA	NA
HORVU.MOREX.r3.2HG0108240	NA	NA
HORVU.MOREX.r3.7HG0662330	NA	NA
HORVU.MOREX.r3.2HG0201770	NA	NA
HORVU.MOREX.r3.6HG0584690	NA	NA
HORVU.MOREX.r3.2HG0100280	NA	NA
HORVU.MOREX.r3.5HG0479030	NA	NA
HORVU.MOREX.r3.4HG0362500	NA	NA
HORVU.MOREX.r3.7HG0699630	NA	NA
HORVU.MOREX.r3.6HG0597440	NA	NA
HORVU.MOREX.r3.3HG0303590	NA	NA
HORVU.MOREX.r3.5HG0517710	NA	NA
HORVU.MOREX.r3.2HG0176990	NA	NA
HORVU.MOREX.r3.7HG0703920	NA	NA
HORVU.MOREX.r3.7HG0737280	NA	NA
HORVU.MOREX.r3.4HG0405730	NA	NA
HORVU.MOREX.r3.UnG0764360	NA	NA
HORVU.MOREX.r3.2HG0105770	NA	NA
HORVU.MOREX.r3.5HG0510030	NA	NA
HORVU.MOREX.r3.4HG0332810	NA	NA
HORVU.MOREX.r3.5HG0473000	NA	NA
HORVU.MOREX.r3.6HG0578310	NA	NA
HORVU.MOREX.r3.2HG0164450	NA	NA
HORVU.MOREX.r3.6HG0556330	NA	NA
HORVU.MOREX.r3.6HG0632400	NA	NA
HORVU.MOREX.r3.6HG0540190	NA	NA
HORVU.MOREX.r3.2HG0147120	NA	NA
HORVU.MOREX.r3.6HG0566800	NA	NA
HORVU.MOREX.r3.4HG0337450	NA	NA
HORVU.MOREX.r3.7HG0642160	NA	NA
HORVU.MOREX.r3.2HG0169810	NA	NA
HORVU.MOREX.r3.6HG0540880	NA	NA
HORVU.MOREX.r3.3HG0223650	NA	NA
HORVU.MOREX.r3.1HG0085200	NA	NA
HORVU.MOREX.r3.2HG0120120	NA	NA
HORVU.MOREX.r3.2HG0190630	NA	NA
HORVU.MOREX.r3.4HG0336720	INT-C	NA
HORVU.MOREX.r3.4HG0408570	NA	NA
HORVU.MOREX.r3.6HG0626360	NA	NA
HORVU.MOREX.r3.7HG0664390	NA	NA
HORVU.MOREX.r3.3HG0219560	NA	NA
HORVU.MOREX.r3.3HG0230740	NA	NA
HORVU.MOREX.r3.2HG0125930	NA	NA
HORVU.MOREX.r3.1HG0008620	NA	NA
HORVU.MOREX.r3.4HG0362220	NA	NA
HORVU.MOREX.r3.2HG0138340	NA	NA
HORVU.MOREX.r3.7HG0744010	NA	NA
HORVU.MOREX.r3.6HG0571240	NA	NA
HORVU.MOREX.r3.7HG0654460	NA	NA
HORVU.MOREX.r3.5HG0497660	BCBF3	NA
HORVU.MOREX.r3.6HG0563730	NA	NA
HORVU.MOREX.r3.5HG0507410	NA	NA
HORVU.MOREX.r3.3HG0273800	NA	NA
HORVU.MOREX.r3.3HG0285700	NA	NA
HORVU.MOREX.r3.2HG0145580	NA	NA
HORVU.MOREX.r3.3HG0270410	NA	NA
HORVU.MOREX.r3.1HG0015670	NA	NA
HORVU.MOREX.r3.2HG0194920	NA	NA
HORVU.MOREX.r3.6HG0624520	NA	NA
HORVU.MOREX.r3.1HG0077620	NA	NA
HORVU.MOREX.r3.7HG0676390	NA	NA
HORVU.MOREX.r3.4HG0337820	NA	NA
HORVU.MOREX.r3.2HG0115490	NA	NA
HORVU.MOREX.r3.1HG0090640	NA	NA
HORVU.MOREX.r3.2HG0156770	NA	NA
HORVU.MOREX.r3.3HG0315930	NA	NA
HORVU.MOREX.r3.5HG0516230	NA	NA
HORVU.MOREX.r3.6HG0557780	NA	NA
HORVU.MOREX.r3.6HG0571370	NA	NA
HORVU.MOREX.r3.4HG0351530	NA	NA
HORVU.MOREX.r3.5HG0519110	NA	NA
HORVU.MOREX.r3.2HG0101830	NA	NA
HORVU.MOREX.r3.6HG0542110	NA	NA
HORVU.MOREX.r3.3HG0286370	NA	NA
HORVU.MOREX.r3.5HG0487030	NA	NA
HORVU.MOREX.r3.7HG0671560	NA	NA
HORVU.MOREX.r3.2HG0116380	NA	NA
HORVU.MOREX.r3.1HG0043990	NA	NA
HORVU.MOREX.r3.1HG0005490	NA	NA
HORVU.MOREX.r3.7HG0703410	NA	NA
HORVU.MOREX.r3.3HG0312220	NA	NA
HORVU.MOREX.r3.5HG0428110	NA	NA
HORVU.MOREX.r3.7HG0712980	NA	NA
HORVU.MOREX.r3.5HG0493890	NA	NA
HORVU.MOREX.r3.4HG0332220	NA	NA
HORVU.MOREX.r3.1HG0077550	GA2ox4	NA
HORVU.MOREX.r3.3HG0289030	NA	NA
HORVU.MOREX.r3.7HG0715500	NA	NA
HORVU.MOREX.r3.2HG0117520	NA	NA
HORVU.MOREX.r3.3HG0296730	NA	NA
HORVU.MOREX.r3.4HG0338760	NA	NA
HORVU.MOREX.r3.4HG0389730	NA	NA
HORVU.MOREX.r3.1HG0002170	NA	NA
HORVU.MOREX.r3.7HG0651580	NA	NA
HORVU.MOREX.r3.7HG0640340	NA	NA
HORVU.MOREX.r3.6HG0567100	NA	NA
HORVU.MOREX.r3.1HG0005730	NA	NA
HORVU.MOREX.r3.1HG0090720	NA	NA
HORVU.MOREX.r3.UnG0814520	rbcL	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit [Source:NCBI gene (formerly Entrezgene);Acc:4525187]
HORVU.MOREX.r3.2HG0144430	NA	NA
HORVU.MOREX.r3.5HG0465440	NA	NA
HORVU.MOREX.r3.1HG0026350	NA	NA
HORVU.MOREX.r3.2HG0196420	NA	NA
HORVU.MOREX.r3.3HG0274170	NA	NA
HORVU.MOREX.r3.4HG0342370	NA	NA
HORVU.MOREX.r3.2HG0110780	NA	NA
HORVU.MOREX.r3.3HG0324330	NA	NA
HORVU.MOREX.r3.6HG0634270	NA	NA
HORVU.MOREX.r3.3HG0274040	NA	NA
HORVU.MOREX.r3.5HG0476690	NA	NA
HORVU.MOREX.r3.7HG0714870	NA	NA
HORVU.MOREX.r3.6HG0629470	NA	NA
HORVU.MOREX.r3.7HG0690540	NA	NA
HORVU.MOREX.r3.2HG0105630	NA	NA
HORVU.MOREX.r3.5HG0475280	NA	NA
HORVU.MOREX.r3.4HG0334520	NA	NA
HORVU.MOREX.r3.5HG0531840	NA	NA
HORVU.MOREX.r3.3HG0299600	NA	NA
HORVU.MOREX.r3.2HG0193410	NA	NA
HORVU.MOREX.r3.6HG0624530	NA	NA
HORVU.MOREX.r3.7HG0677190	NA	NA
HORVU.MOREX.r3.UnG0791570	NA	NA
HORVU.MOREX.r3.3HG0310700	NA	NA
HORVU.MOREX.r3.6HG0627540	NA	NA
HORVU.MOREX.r3.4HG0356240	NA	NA
HORVU.MOREX.r3.1HG0088660	NA	NA
HORVU.MOREX.r3.5HG0487980	NA	NA
HORVU.MOREX.r3.7HG0661350	NA	NA
HORVU.MOREX.r3.6HG0602040	NA	NA
HORVU.MOREX.r3.2HG0204350	NA	NA
HORVU.MOREX.r3.2HG0104500	NA	NA
HORVU.MOREX.r3.5HG0524760	NA	NA
HORVU.MOREX.r3.2HG0211580	NA	NA
HORVU.MOREX.r3.6HG0620200	NA	NA
HORVU.MOREX.r3.2HG0208170	NA	NA
HORVU.MOREX.r3.3HG0303120	NA	NA
HORVU.MOREX.r3.5HG0425930	NA	NA
HORVU.MOREX.r3.4HG0390200	NA	NA
HORVU.MOREX.r3.5HG0450120	NA	NA
HORVU.MOREX.r3.2HG0111060	NA	NA
HORVU.MOREX.r3.4HG0408000	NA	NA
HORVU.MOREX.r3.2HG0198610	NA	NA
HORVU.MOREX.r3.6HG0603230	NA	NA
HORVU.MOREX.r3.1HG0067910	NA	NA
HORVU.MOREX.r3.1HG0020450	NA	NA
HORVU.MOREX.r3.5HG0520560	NA	NA
HORVU.MOREX.r3.3HG0299360	NA	NA
HORVU.MOREX.r3.3HG0312880	NA	NA
HORVU.MOREX.r3.2HG0164630	NA	NA
HORVU.MOREX.r3.7HG0662420	NA	NA
HORVU.MOREX.r3.1HG0065280	NA	NA
HORVU.MOREX.r3.5HG0510150	NA	NA
HORVU.MOREX.r3.1HG0094930	NA	NA
HORVU.MOREX.r3.3HG0312370	NA	NA
HORVU.MOREX.r3.5HG0483680	NA	NA
HORVU.MOREX.r3.6HG0623620	NA	NA
HORVU.MOREX.r3.1HG0036390	NA	NA
HORVU.MOREX.r3.1HG0017350	NA	NA
HORVU.MOREX.r3.6HG0621680	NA	NA
HORVU.MOREX.r3.1HG0068930	NA	NA
HORVU.MOREX.r3.5HG0521840	NA	NA
HORVU.MOREX.r3.1HG0017670	NA	NA
HORVU.MOREX.r3.2HG0149510	NA	NA
HORVU.MOREX.r3.3HG0247450	NA	NA
HORVU.MOREX.r3.5HG0425080	NA	NA
HORVU.MOREX.r3.6HG0560680	NA	NA
HORVU.MOREX.r3.1HG0045390	NA	NA
HORVU.MOREX.r3.4HG0369420	NA	NA
HORVU.MOREX.r3.7HG0667660	NA	NA
HORVU.MOREX.r3.7HG0652350	NA	NA
HORVU.MOREX.r3.3HG0298190	NA	NA
HORVU.MOREX.r3.5HG0452570	NA	NA
HORVU.MOREX.r3.2HG0134370	NA	NA
HORVU.MOREX.r3.6HG0550360	NA	NA
HORVU.MOREX.r3.7HG0710700	NA	NA
HORVU.MOREX.r3.3HG0320300	NA	NA
HORVU.MOREX.r3.3HG0242620	NA	NA
HORVU.MOREX.r3.5HG0511250	NA	NA
HORVU.MOREX.r3.1HG0034380	NA	NA
HORVU.MOREX.r3.UnG0802560	NA	NA
HORVU.MOREX.r3.5HG0428230	NA	NA
HORVU.MOREX.r3.6HG0603060	NA	NA
HORVU.MOREX.r3.5HG0502350	NA	NA
HORVU.MOREX.r3.1HG0088450	NA	NA
HORVU.MOREX.r3.7HG0667120	NA	NA
HORVU.MOREX.r3.4HG0338850	NA	NA
HORVU.MOREX.r3.6HG0546270	NA	NA
HORVU.MOREX.r3.1HG0035560	NA	NA
HORVU.MOREX.r3.7HG0750870	NA	NA
HORVU.MOREX.r3.5HG0497900	NA	NA
HORVU.MOREX.r3.7HG0659570	NA	NA
HORVU.MOREX.r3.6HG0595030	NA	NA
HORVU.MOREX.r3.5HG0456970	NA	NA
HORVU.MOREX.r3.7HG0706130	NA	NA
HORVU.MOREX.r3.4HG0418540	NA	NA
HORVU.MOREX.r3.1HG0062910	NA	NA
HORVU.MOREX.r3.3HG0234510	NA	NA
HORVU.MOREX.r3.3HG0235450	NA	NA
HORVU.MOREX.r3.3HG0280710	NA	NA
HORVU.MOREX.r3.7HG0650160	NA	NA
HORVU.MOREX.r3.3HG0240390	NA	NA
HORVU.MOREX.r3.5HG0480540	NA	NA
HORVU.MOREX.r3.7HG0653650	NA	NA
HORVU.MOREX.r3.2HG0211000	NA	NA
HORVU.MOREX.r3.3HG0324630	NA	NA
HORVU.MOREX.r3.7HG0675630	NA	NA
HORVU.MOREX.r3.2HG0169720	NA	NA
HORVU.MOREX.r3.7HG0669180	NA	NA
HORVU.MOREX.r3.1HG0063110	NA	NA
HORVU.MOREX.r3.2HG0141710	NA	NA
HORVU.MOREX.r3.2HG0191490	NA	NA
HORVU.MOREX.r3.7HG0636110	NA	NA
HORVU.MOREX.r3.3HG0299870	NA	NA
HORVU.MOREX.r3.5HG0503950	NA	NA
HORVU.MOREX.r3.2HG0141040	NA	NA
HORVU.MOREX.r3.2HG0096980	NA	NA
HORVU.MOREX.r3.7HG0651500	NA	NA
HORVU.MOREX.r3.1HG0083710	NA	NA
HORVU.MOREX.r3.1HG0084700	NA	NA
HORVU.MOREX.r3.4HG0383280	NA	NA
HORVU.MOREX.r3.1HG0021800	NA	NA
HORVU.MOREX.r3.2HG0170910	NA	NA
HORVU.MOREX.r3.7HG0676240	NA	NA
HORVU.MOREX.r3.2HG0127410	NA	NA
HORVU.MOREX.r3.5HG0535760	NA	NA
HORVU.MOREX.r3.2HG0115110	NA	NA
HORVU.MOREX.r3.5HG0444370	NA	NA
HORVU.MOREX.r3.3HG0254560	NA	NA
HORVU.MOREX.r3.3HG0320100	NA	NA
HORVU.MOREX.r3.7HG0674620	NA	NA
HORVU.MOREX.r3.6HG0606530	NA	NA
HORVU.MOREX.r3.1HG0075560	NA	NA
