gene_id	gene_name	description
HORVU.MOREX.r3.1HG0056270	NA	NA
HORVU.MOREX.r3.6HG0545950	NA	NA
HORVU.MOREX.r3.7HG0722400	NA	NA
HORVU.MOREX.r3.4HG0346380	NA	NA
HORVU.MOREX.r3.3HG0327210	NA	NA
HORVU.MOREX.r3.6HG0570800	NA	NA
HORVU.MOREX.r3.1HG0040350	NA	NA
HORVU.MOREX.r3.3HG0255430	NA	NA
HORVU.MOREX.r3.2HG0102550	NA	NA
HORVU.MOREX.r3.4HG0386310	NA	NA
HORVU.MOREX.r3.4HG0390270	NA	NA
HORVU.MOREX.r3.7HG0740180	NA	NA
HORVU.MOREX.r3.2HG0213030	NA	NA
HORVU.MOREX.r3.3HG0224010	NA	NA
HORVU.MOREX.r3.5HG0480800	NA	NA
HORVU.MOREX.r3.2HG0170760	NA	NA
HORVU.MOREX.r3.2HG0195860	NA	NA
HORVU.MOREX.r3.4HG0400260	NA	NA
HORVU.MOREX.r3.7HG0751680	NA	NA
HORVU.MOREX.r3.5HG0426060	NA	NA
HORVU.MOREX.r3.5HG0520240	NA	NA
HORVU.MOREX.r3.5HG0480060	NA	NA
HORVU.MOREX.r3.2HG0181480	NA	NA
HORVU.MOREX.r3.2HG0118310	NA	NA
HORVU.MOREX.r3.7HG0752350	NA	NA
HORVU.MOREX.r3.3HG0233820	NA	NA
HORVU.MOREX.r3.2HG0176650	NA	NA
HORVU.MOREX.r3.UnG0812390	NA	NA
HORVU.MOREX.r3.7HG0662040	NA	NA
HORVU.MOREX.r3.5HG0443610	NA	NA
HORVU.MOREX.r3.5HG0527380	NA	NA
HORVU.MOREX.r3.2HG0198530	NA	NA
HORVU.MOREX.r3.7HG0683280	NA	NA
HORVU.MOREX.r3.3HG0321130	NA	NA
HORVU.MOREX.r3.5HG0503530	NA	NA
HORVU.MOREX.r3.5HG0444100	NA	NA
HORVU.MOREX.r3.5HG0480870	NA	NA
HORVU.MOREX.r3.1HG0010310	NA	NA
HORVU.MOREX.r3.3HG0313630	NA	NA
HORVU.MOREX.r3.5HG0425110	NA	NA
HORVU.MOREX.r3.3HG0229490	NA	NA
HORVU.MOREX.r3.4HG0388180	NA	NA
HORVU.MOREX.r3.6HG0596500	NA	NA
HORVU.MOREX.r3.3HG0306700	NA	NA
HORVU.MOREX.r3.1HG0090710	NA	NA
HORVU.MOREX.r3.5HG0439080	NA	NA
HORVU.MOREX.r3.5HG0517240	NA	NA
HORVU.MOREX.r3.1HG0032230	NA	NA
HORVU.MOREX.r3.2HG0133670	NA	NA
HORVU.MOREX.r3.6HG0538940	NA	NA
HORVU.MOREX.r3.1HG0045440	NA	NA
HORVU.MOREX.r3.4HG0336480	NA	NA
HORVU.MOREX.r3.3HG0255130	NA	NA
HORVU.MOREX.r3.6HG0545640	NA	NA
HORVU.MOREX.r3.5HG0493900	NA	NA
HORVU.MOREX.r3.5HG0469450	NA	NA
HORVU.MOREX.r3.1HG0012160	NA	NA
HORVU.MOREX.r3.5HG0430020	NA	NA
HORVU.MOREX.r3.7HG0655010	NA	NA
HORVU.MOREX.r3.1HG0017920	NA	NA
HORVU.MOREX.r3.3HG0230270	NA	NA
HORVU.MOREX.r3.7HG0737630	NA	NA
HORVU.MOREX.r3.1HG0087880	NA	NA
HORVU.MOREX.r3.5HG0456890	NA	NA
HORVU.MOREX.r3.5HG0473730	NA	NA
HORVU.MOREX.r3.3HG0276410	NA	NA
HORVU.MOREX.r3.6HG0547920	NA	NA
HORVU.MOREX.r3.3HG0304810	NA	NA
HORVU.MOREX.r3.4HG0347000	NA	NA
HORVU.MOREX.r3.4HG0355400	NA	NA
HORVU.MOREX.r3.5HG0461260	NA	NA
HORVU.MOREX.r3.5HG0527460	NA	NA
HORVU.MOREX.r3.1HG0060630	NA	NA
HORVU.MOREX.r3.4HG0391910	NA	NA
HORVU.MOREX.r3.1HG0036330	NA	NA
HORVU.MOREX.r3.6HG0625570	NA	NA
HORVU.MOREX.r3.6HG0555810	NA	NA
HORVU.MOREX.r3.1HG0054460	NA	NA
HORVU.MOREX.r3.5HG0444540	NA	NA
HORVU.MOREX.r3.4HG0362970	NA	NA
HORVU.MOREX.r3.7HG0638110	NA	NA
HORVU.MOREX.r3.2HG0215010	NA	NA
HORVU.MOREX.r3.1HG0041830	NA	NA
HORVU.MOREX.r3.2HG0147100	NA	NA
HORVU.MOREX.r3.3HG0321570	NA	NA
HORVU.MOREX.r3.7HG0685870	NA	NA
HORVU.MOREX.r3.5HG0505490	NA	NA
HORVU.MOREX.r3.1HG0006840	NA	NA
HORVU.MOREX.r3.6HG0545110	NA	NA
HORVU.MOREX.r3.7HG0747470	NA	NA
HORVU.MOREX.r3.7HG0726450	NA	NA
HORVU.MOREX.r3.5HG0429960	NA	NA
HORVU.MOREX.r3.5HG0482380	NA	NA
HORVU.MOREX.r3.7HG0653090	NA	NA
HORVU.MOREX.r3.3HG0270800	NA	NA
HORVU.MOREX.r3.1HG0079200	NA	NA
HORVU.MOREX.r3.4HG0339640	NA	NA
HORVU.MOREX.r3.6HG0631960	NA	NA
HORVU.MOREX.r3.6HG0562150	NA	NA
HORVU.MOREX.r3.1HG0013690	NA	NA
HORVU.MOREX.r3.1HG0015530	NA	NA
HORVU.MOREX.r3.2HG0207990	NA	NA
HORVU.MOREX.r3.4HG0403210	NA	NA
HORVU.MOREX.r3.3HG0230920	NA	NA
HORVU.MOREX.r3.4HG0335000	NA	NA
HORVU.MOREX.r3.4HG0410730	NA	NA
HORVU.MOREX.r3.1HG0045510	NA	NA
HORVU.MOREX.r3.4HG0335320	NA	NA
HORVU.MOREX.r3.2HG0164800	AMY4	NA
HORVU.MOREX.r3.5HG0520270	NA	NA
HORVU.MOREX.r3.3HG0253300	NA	NA
HORVU.MOREX.r3.2HG0159210	NA	NA
HORVU.MOREX.r3.5HG0426220	NA	NA
HORVU.MOREX.r3.7HG0637550	NA	NA
HORVU.MOREX.r3.6HG0627740	NA	NA
HORVU.MOREX.r3.3HG0254920	NA	NA
HORVU.MOREX.r3.7HG0746530	NA	NA
HORVU.MOREX.r3.5HG0521610	NA	NA
HORVU.MOREX.r3.4HG0389470	NA	NA
HORVU.MOREX.r3.3HG0313300	NA	NA
HORVU.MOREX.r3.7HG0681920	NA	NA
HORVU.MOREX.r3.2HG0213700	NA	NA
HORVU.MOREX.r3.7HG0741980	NA	NA
HORVU.MOREX.r3.1HG0040570	NA	NA
HORVU.MOREX.r3.7HG0682090	NA	NA
HORVU.MOREX.r3.2HG0175580	NA	NA
HORVU.MOREX.r3.3HG0293650	NA	NA
HORVU.MOREX.r3.2HG0197280	NA	NA
HORVU.MOREX.r3.UnG0768300	NA	NA
HORVU.MOREX.r3.5HG0428250	NA	NA
HORVU.MOREX.r3.6HG0610260	NA	NA
HORVU.MOREX.r3.3HG0289020	NA	NA
HORVU.MOREX.r3.3HG0266450	NA	NA
HORVU.MOREX.r3.4HG0335740	NA	NA
HORVU.MOREX.r3.3HG0286820	NA	NA
HORVU.MOREX.r3.7HG0737870	NA	NA
HORVU.MOREX.r3.UnG0813920	NA	NA
HORVU.MOREX.r3.7HG0674690	NA	NA
HORVU.MOREX.r3.3HG0286860	NA	NA
HORVU.MOREX.r3.1HG0049400	NA	NA
HORVU.MOREX.r3.2HG0138300	NA	NA
HORVU.MOREX.r3.5HG0433910	NA	NA
HORVU.MOREX.r3.3HG0251710	NA	NA
HORVU.MOREX.r3.6HG0580760	NA	NA
HORVU.MOREX.r3.4HG0401520	NA	NA
HORVU.MOREX.r3.7HG0709950	NA	NA
HORVU.MOREX.r3.2HG0120870	NA	NA
HORVU.MOREX.r3.5HG0510280	NA	NA
HORVU.MOREX.r3.7HG0683680	NA	NA
HORVU.MOREX.r3.3HG0231330	NA	NA
HORVU.MOREX.r3.5HG0533120	NA	NA
HORVU.MOREX.r3.3HG0285020	NA	NA
HORVU.MOREX.r3.3HG0330120	NA	NA
HORVU.MOREX.r3.6HG0619250	NA	NA
HORVU.MOREX.r3.3HG0305070	NA	NA
HORVU.MOREX.r3.3HG0330150	NA	NA
HORVU.MOREX.r3.5HG0534380	NA	NA
HORVU.MOREX.r3.3HG0313860	NA	NA
HORVU.MOREX.r3.3HG0220190	NA	NA
HORVU.MOREX.r3.4HG0391600	NA	NA
HORVU.MOREX.r3.2HG0208610	NA	NA
HORVU.MOREX.r3.6HG0555570	NA	NA
HORVU.MOREX.r3.1HG0079600	NA	NA
HORVU.MOREX.r3.3HG0253770	NA	NA
HORVU.MOREX.r3.2HG0169920	NA	NA
HORVU.MOREX.r3.UnG0799890	ndhE	NADH dehydrogenase subunit 4L [Source:NCBI gene (formerly Entrezgene);Acc:4525169]
HORVU.MOREX.r3.5HG0488030	NA	NA
HORVU.MOREX.r3.6HG0563110	NA	NA
HORVU.MOREX.r3.7HG0745350	NA	NA
HORVU.MOREX.r3.3HG0220750	NA	NA
HORVU.MOREX.r3.1HG0014680	NA	NA
HORVU.MOREX.r3.6HG0599190	NA	NA
HORVU.MOREX.r3.UnG0795190	NA	NA
HORVU.MOREX.r3.7HG0716600	NA	NA
HORVU.MOREX.r3.4HG0391940	NA	NA
HORVU.MOREX.r3.6HG0550790	NA	NA
HORVU.MOREX.r3.7HG0665610	NA	NA
HORVU.MOREX.r3.1HG0060700	NA	NA
HORVU.MOREX.r3.6HG0617190	NA	NA
HORVU.MOREX.r3.5HG0459390	NA	NA
HORVU.MOREX.r3.7HG0654770	NA	NA
HORVU.MOREX.r3.2HG0131680	NA	NA
HORVU.MOREX.r3.7HG0735780	NA	NA
HORVU.MOREX.r3.7HG0719170	NA	NA
HORVU.MOREX.r3.UnG0755170	NA	NA
HORVU.MOREX.r3.1HG0033150	NA	NA
HORVU.MOREX.r3.5HG0508550	NA	NA
HORVU.MOREX.r3.3HG0226400	NA	NA
HORVU.MOREX.r3.7HG0672710	HvNIP1	NA
HORVU.MOREX.r3.7HG0636050	NA	NA
HORVU.MOREX.r3.1HG0002960	NA	NA
HORVU.MOREX.r3.7HG0681220	NA	NA
HORVU.MOREX.r3.2HG0197210	NA	NA
HORVU.MOREX.r3.5HG0473550	NA	NA
HORVU.MOREX.r3.5HG0431140	NA	NA
HORVU.MOREX.r3.2HG0189320	NA	NA
HORVU.MOREX.r3.7HG0717050	NA	NA
HORVU.MOREX.r3.2HG0104880	NA	NA
HORVU.MOREX.r3.2HG0194120	NA	NA
HORVU.MOREX.r3.4HG0349060	NA	NA
HORVU.MOREX.r3.3HG0301650	NA	NA
HORVU.MOREX.r3.3HG0295690	NA	NA
HORVU.MOREX.r3.5HG0436210	NA	NA
HORVU.MOREX.r3.6HG0598860	NA	NA
HORVU.MOREX.r3.2HG0098350	NA	NA
HORVU.MOREX.r3.2HG0146330	NA	NA
HORVU.MOREX.r3.6HG0591650	NA	NA
HORVU.MOREX.r3.3HG0296140	NA	NA
HORVU.MOREX.r3.6HG0560010	NA	NA
HORVU.MOREX.r3.3HG0288280	NA	NA
HORVU.MOREX.r3.7HG0662830	NA	NA
HORVU.MOREX.r3.6HG0557890	NA	NA
HORVU.MOREX.r3.5HG0430130	NA	NA
HORVU.MOREX.r3.3HG0247350	NA	NA
HORVU.MOREX.r3.6HG0542560	NA	NA
HORVU.MOREX.r3.7HG0656600	NA	NA
HORVU.MOREX.r3.3HG0296450	NA	NA
HORVU.MOREX.r3.7HG0728650	NA	NA
HORVU.MOREX.r3.1HG0090310	NA	NA
HORVU.MOREX.r3.3HG0228450	NA	NA
HORVU.MOREX.r3.3HG0297570	NA	NA
HORVU.MOREX.r3.4HG0394900	NA	NA
HORVU.MOREX.r3.7HG0724570	NA	NA
HORVU.MOREX.r3.1HG0004880	NA	NA
HORVU.MOREX.r3.3HG0235230	NA	NA
HORVU.MOREX.r3.2HG0216250	NA	NA
HORVU.MOREX.r3.7HG0739720	NA	NA
HORVU.MOREX.r3.6HG0630890	NA	NA
HORVU.MOREX.r3.2HG0185330	NA	NA
HORVU.MOREX.r3.1HG0009940	NA	NA
HORVU.MOREX.r3.5HG0488390	NA	NA
HORVU.MOREX.r3.3HG0282120	NA	NA
HORVU.MOREX.r3.5HG0461940	NA	NA
HORVU.MOREX.r3.5HG0470320	NA	NA
HORVU.MOREX.r3.5HG0475690	NA	NA
HORVU.MOREX.r3.1HG0067900	NA	NA
HORVU.MOREX.r3.1HG0080750	NA	NA
HORVU.MOREX.r3.UnG0753750	NA	NA
HORVU.MOREX.r3.6HG0628850	NA	NA
HORVU.MOREX.r3.7HG0719500	NA	NA
HORVU.MOREX.r3.7HG0740410	NA	NA
HORVU.MOREX.r3.4HG0332340	NA	NA
HORVU.MOREX.r3.6HG0630360	NA	NA
HORVU.MOREX.r3.2HG0198920	NA	NA
HORVU.MOREX.r3.5HG0469230	NA	NA
HORVU.MOREX.r3.5HG0465810	NA	NA
HORVU.MOREX.r3.4HG0375170	NA	NA
HORVU.MOREX.r3.5HG0454330	NA	NA
HORVU.MOREX.r3.5HG0524230	NA	NA
HORVU.MOREX.r3.3HG0225630	NA	NA
HORVU.MOREX.r3.1HG0064170	NA	NA
HORVU.MOREX.r3.5HG0459880	NA	NA
HORVU.MOREX.r3.7HG0704410	NA	NA
HORVU.MOREX.r3.6HG0609040	NA	NA
HORVU.MOREX.r3.3HG0327940	NA	NA
HORVU.MOREX.r3.5HG0490680	NA	NA
HORVU.MOREX.r3.1HG0068880	NA	NA
HORVU.MOREX.r3.7HG0666390	NA	NA
HORVU.MOREX.r3.2HG0213410	NA	NA
HORVU.MOREX.r3.6HG0604610	NA	NA
HORVU.MOREX.r3.7HG0737460	NA	NA
HORVU.MOREX.r3.7HG0677150	NA	NA
HORVU.MOREX.r3.5HG0509480	NA	NA
HORVU.MOREX.r3.5HG0501830	NA	NA
HORVU.MOREX.r3.5HG0462170	NA	NA
HORVU.MOREX.r3.2HG0139290	NA	NA
HORVU.MOREX.r3.2HG0181540	NA	NA
HORVU.MOREX.r3.5HG0524060	NA	NA
HORVU.MOREX.r3.2HG0112540	NA	NA
HORVU.MOREX.r3.2HG0118840	NA	NA
HORVU.MOREX.r3.4HG0349110	NA	NA
HORVU.MOREX.r3.6HG0634180	NA	NA
HORVU.MOREX.r3.1HG0052450	NA	NA
HORVU.MOREX.r3.6HG0631830	NA	NA
HORVU.MOREX.r3.6HG0574190	NA	NA
HORVU.MOREX.r3.4HG0339430	NA	NA
HORVU.MOREX.r3.1HG0063060	NA	NA
HORVU.MOREX.r3.1HG0079930	NA	NA
HORVU.MOREX.r3.5HG0532170	NA	NA
HORVU.MOREX.r3.6HG0630750	NA	NA
HORVU.MOREX.r3.2HG0125070	NA	NA
HORVU.MOREX.r3.2HG0168260	NA	NA
HORVU.MOREX.r3.7HG0655720	NA	NA
HORVU.MOREX.r3.6HG0623800	NA	NA
HORVU.MOREX.r3.2HG0125330	NA	NA
HORVU.MOREX.r3.7HG0707880	NA	NA
HORVU.MOREX.r3.6HG0555090	NA	NA
HORVU.MOREX.r3.6HG0591450	NA	NA
HORVU.MOREX.r3.3HG0252600	NA	NA
HORVU.MOREX.r3.5HG0521300	NA	NA
HORVU.MOREX.r3.4HG0394410	NA	NA
HORVU.MOREX.r3.7HG0742900	NA	NA
HORVU.MOREX.r3.4HG0357630	NA	NA
HORVU.MOREX.r3.3HG0257840	NA	NA
HORVU.MOREX.r3.5HG0512680	NA	NA
HORVU.MOREX.r3.7HG0676640	NA	NA
HORVU.MOREX.r3.4HG0351230	NA	NA
HORVU.MOREX.r3.1HG0071420	NA	NA
HORVU.MOREX.r3.1HG0026570	nad3_1	NA
HORVU.MOREX.r3.3HG0288000	NA	NA
HORVU.MOREX.r3.2HG0151030	NA	NA
HORVU.MOREX.r3.2HG0116410	NA	NA
HORVU.MOREX.r3.6HG0548940	NA	NA
HORVU.MOREX.r3.4HG0411940	NA	NA
HORVU.MOREX.r3.2HG0118630	NA	NA
HORVU.MOREX.r3.2HG0196820	NA	NA
HORVU.MOREX.r3.4HG0414510	NA	NA
HORVU.MOREX.r3.3HG0290300	NA	NA
HORVU.MOREX.r3.2HG0140830	NA	NA
HORVU.MOREX.r3.1HG0042380	NA	NA
HORVU.MOREX.r3.2HG0182460	NA	NA
HORVU.MOREX.r3.5HG0523160	NA	NA
HORVU.MOREX.r3.5HG0436580	NA	NA
HORVU.MOREX.r3.3HG0240530	NA	NA
HORVU.MOREX.r3.3HG0324350	NA	NA
HORVU.MOREX.r3.7HG0653660	NA	NA
HORVU.MOREX.r3.5HG0483990	NA	NA
HORVU.MOREX.r3.1HG0006460	NA	NA
HORVU.MOREX.r3.5HG0473560	NA	NA
HORVU.MOREX.r3.2HG0214150	NA	NA
HORVU.MOREX.r3.5HG0480710	hir3	NA
HORVU.MOREX.r3.1HG0024860	NA	NA
HORVU.MOREX.r3.2HG0190270	NA	NA
HORVU.MOREX.r3.1HG0045860	NA	NA
HORVU.MOREX.r3.2HG0120360	NA	NA
HORVU.MOREX.r3.3HG0309110	NA	NA
HORVU.MOREX.r3.1HG0073250	NA	NA
HORVU.MOREX.r3.7HG0713670	NA	NA
HORVU.MOREX.r3.7HG0729150	NA	NA
HORVU.MOREX.r3.7HG0654370	NA	NA
HORVU.MOREX.r3.5HG0509790	NA	NA
HORVU.MOREX.r3.3HG0327070	NA	NA
HORVU.MOREX.r3.2HG0096420	NA	NA
HORVU.MOREX.r3.6HG0588200	NA	NA
HORVU.MOREX.r3.1HG0093420	NA	NA
HORVU.MOREX.r3.4HG0362060	NA	NA
HORVU.MOREX.r3.7HG0668890	NA	NA
HORVU.MOREX.r3.3HG0288890	NA	NA
HORVU.MOREX.r3.5HG0440490	NA	NA
HORVU.MOREX.r3.5HG0528560	NA	NA
HORVU.MOREX.r3.4HG0381360	NA	NA
HORVU.MOREX.r3.2HG0191470	NA	NA
HORVU.MOREX.r3.2HG0129160	NA	NA
HORVU.MOREX.r3.1HG0051850	NA	NA
HORVU.MOREX.r3.7HG0742810	NA	NA
HORVU.MOREX.r3.2HG0113100	NA	NA
HORVU.MOREX.r3.3HG0231310	NA	NA
HORVU.MOREX.r3.5HG0437850	NA	NA
HORVU.MOREX.r3.2HG0127130	NA	NA
HORVU.MOREX.r3.5HG0518350	NA	NA
HORVU.MOREX.r3.5HG0445080	NA	NA
HORVU.MOREX.r3.7HG0717470	NA	NA
HORVU.MOREX.r3.3HG0219650	NA	NA
HORVU.MOREX.r3.7HG0662290	NA	NA
HORVU.MOREX.r3.6HG0602140	NA	NA
HORVU.MOREX.r3.5HG0510360	NA	NA
HORVU.MOREX.r3.7HG0745220	NA	NA
HORVU.MOREX.r3.5HG0484760	NA	NA
HORVU.MOREX.r3.6HG0611990	NA	NA
HORVU.MOREX.r3.2HG0188030	NA	NA
HORVU.MOREX.r3.4HG0379500	NA	NA
HORVU.MOREX.r3.1HG0093660	NA	NA
HORVU.MOREX.r3.3HG0225800	NA	NA
HORVU.MOREX.r3.6HG0539430	NA	NA
HORVU.MOREX.r3.6HG0625940	NA	NA
HORVU.MOREX.r3.4HG0337920	NA	NA
HORVU.MOREX.r3.2HG0152870	NA	NA
HORVU.MOREX.r3.7HG0716990	NA	NA
HORVU.MOREX.r3.2HG0153850	NA	NA
HORVU.MOREX.r3.7HG0728470	NA	NA
HORVU.MOREX.r3.2HG0128340	NA	NA
HORVU.MOREX.r3.5HG0503160	NA	NA
HORVU.MOREX.r3.3HG0243190	NA	NA
HORVU.MOREX.r3.6HG0602150	NA	NA
HORVU.MOREX.r3.4HG0332390	NA	NA
HORVU.MOREX.r3.5HG0433770	NA	NA
HORVU.MOREX.r3.6HG0578900	NA	NA
HORVU.MOREX.r3.3HG0273250	NA	NA
HORVU.MOREX.r3.4HG0359510	NA	NA
HORVU.MOREX.r3.4HG0373930	NA	NA
HORVU.MOREX.r3.7HG0718930	NA	NA
HORVU.MOREX.r3.2HG0130070	NA	NA
HORVU.MOREX.r3.7HG0722580	NA	NA
HORVU.MOREX.r3.7HG0717450	NA	NA
HORVU.MOREX.r3.1HG0038750	NA	NA
HORVU.MOREX.r3.6HG0573290	NA	NA
HORVU.MOREX.r3.1HG0017090	NA	NA
HORVU.MOREX.r3.3HG0218370	NA	NA
HORVU.MOREX.r3.2HG0180720	NA	NA
HORVU.MOREX.r3.5HG0436640	NA	NA
HORVU.MOREX.r3.5HG0468390	NA	NA
HORVU.MOREX.r3.2HG0200110	NA	NA
HORVU.MOREX.r3.7HG0738620	NA	NA
HORVU.MOREX.r3.3HG0289600	NA	NA
HORVU.MOREX.r3.5HG0511790	NA	NA
HORVU.MOREX.r3.3HG0269850	NA	NA
HORVU.MOREX.r3.5HG0489530	NA	NA
HORVU.MOREX.r3.3HG0231930	NA	NA
HORVU.MOREX.r3.3HG0243590	NA	NA
HORVU.MOREX.r3.7HG0656750	NA	NA
HORVU.MOREX.r3.7HG0684680	NA	NA
HORVU.MOREX.r3.1HG0087100	NA	NA
HORVU.MOREX.r3.6HG0605030	NA	NA
HORVU.MOREX.r3.1HG0065600	NA	NA
HORVU.MOREX.r3.2HG0152140	NA	NA
HORVU.MOREX.r3.6HG0631730	NA	NA
HORVU.MOREX.r3.5HG0505180	NA	NA
HORVU.MOREX.r3.7HG0741010	NA	NA
HORVU.MOREX.r3.5HG0457710	NA	NA
HORVU.MOREX.r3.2HG0101890	NA	NA
HORVU.MOREX.r3.6HG0584740	NA	NA
HORVU.MOREX.r3.3HG0229750	NA	NA
HORVU.MOREX.r3.5HG0490830	NA	NA
HORVU.MOREX.r3.6HG0628900	NA	NA
HORVU.MOREX.r3.4HG0359740	NA	NA
HORVU.MOREX.r3.1HG0064880	NA	NA
HORVU.MOREX.r3.6HG0543320	NA	NA
HORVU.MOREX.r3.1HG0043210	NA	NA
HORVU.MOREX.r3.5HG0458120	NA	NA
HORVU.MOREX.r3.5HG0440540	NA	NA
HORVU.MOREX.r3.3HG0320780	NA	NA
HORVU.MOREX.r3.6HG0548210	NA	NA
HORVU.MOREX.r3.5HG0457430	NA	NA
HORVU.MOREX.r3.7HG0650310	NA	NA
HORVU.MOREX.r3.5HG0435960	NA	NA
HORVU.MOREX.r3.1HG0051020	NA	NA
HORVU.MOREX.r3.7HG0712970	NA	NA
HORVU.MOREX.r3.5HG0508540	NA	NA
HORVU.MOREX.r3.7HG0682910	NA	NA
HORVU.MOREX.r3.1HG0055700	NA	NA
HORVU.MOREX.r3.4HG0414440	NA	NA
HORVU.MOREX.r3.UnG0768640	NA	NA
HORVU.MOREX.r3.4HG0341190	NA	NA
HORVU.MOREX.r3.3HG0276570	NA	NA
HORVU.MOREX.r3.7HG0680540	NA	NA
HORVU.MOREX.r3.7HG0752890	NA	NA
HORVU.MOREX.r3.3HG0322770	NA	NA
HORVU.MOREX.r3.5HG0496730	NA	NA
HORVU.MOREX.r3.2HG0157790	NA	NA
HORVU.MOREX.r3.5HG0531320	NA	NA
HORVU.MOREX.r3.1HG0038930	NA	NA
HORVU.MOREX.r3.7HG0727310	NA	NA
HORVU.MOREX.r3.1HG0019150	NA	NA
HORVU.MOREX.r3.3HG0295870	NA	NA
HORVU.MOREX.r3.4HG0383320	NA	NA
HORVU.MOREX.r3.7HG0667440	NA	NA
HORVU.MOREX.r3.6HG0571000	NA	NA
HORVU.MOREX.r3.2HG0131360	NA	NA
HORVU.MOREX.r3.1HG0029200	NA	NA
HORVU.MOREX.r3.3HG0300570	NA	NA
HORVU.MOREX.r3.2HG0111280	NA	NA
HORVU.MOREX.r3.2HG0136690	NA	NA
HORVU.MOREX.r3.4HG0361590	NA	NA
HORVU.MOREX.r3.5HG0534850	NA	NA
HORVU.MOREX.r3.2HG0135120	NA	NA
HORVU.MOREX.r3.7HG0679990	NA	NA
HORVU.MOREX.r3.6HG0579880	CKX7	NA
HORVU.MOREX.r3.7HG0647650	NA	NA
HORVU.MOREX.r3.5HG0454540	NA	NA
HORVU.MOREX.r3.7HG0645020	NA	NA
HORVU.MOREX.r3.3HG0262020	NA	NA
HORVU.MOREX.r3.5HG0465900	NA	NA
HORVU.MOREX.r3.5HG0431360	NA	NA
HORVU.MOREX.r3.4HG0342730	NA	NA
HORVU.MOREX.r3.2HG0205320	NA	NA
HORVU.MOREX.r3.3HG0244100	NA	NA
HORVU.MOREX.r3.7HG0745760	NA	NA
HORVU.MOREX.r3.3HG0306630	NA	NA
HORVU.MOREX.r3.2HG0130480	NA	NA
HORVU.MOREX.r3.4HG0406470	NA	NA
HORVU.MOREX.r3.5HG0522980	NA	NA
HORVU.MOREX.r3.UnG0770860	NA	NA
HORVU.MOREX.r3.1HG0074380	NA	NA
HORVU.MOREX.r3.3HG0233190	NA	NA
HORVU.MOREX.r3.2HG0210840	NA	NA
HORVU.MOREX.r3.3HG0221070	NA	NA
HORVU.MOREX.r3.7HG0649590	NA	NA
HORVU.MOREX.r3.5HG0463650	NA	NA
HORVU.MOREX.r3.3HG0268800	NA	NA
HORVU.MOREX.r3.1HG0000260	NA	NA
HORVU.MOREX.r3.4HG0387510	NA	NA
HORVU.MOREX.r3.6HG0633600	NA	NA
HORVU.MOREX.r3.3HG0218490	NA	NA
HORVU.MOREX.r3.7HG0687450	NA	NA
HORVU.MOREX.r3.5HG0526700	NA	NA
HORVU.MOREX.r3.2HG0116220	NA	NA
HORVU.MOREX.r3.5HG0428450	NA	NA
HORVU.MOREX.r3.7HG0749800	NA	NA
HORVU.MOREX.r3.UnG0773860	infA	translation initiation factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:4525109]
HORVU.MOREX.r3.1HG0069920	NA	NA
HORVU.MOREX.r3.7HG0681700	NA	NA
HORVU.MOREX.r3.5HG0504600	NA	NA
HORVU.MOREX.r3.6HG0572880	NA	NA
HORVU.MOREX.r3.1HG0076260	NA	NA
HORVU.MOREX.r3.3HG0254990	NA	NA
HORVU.MOREX.r3.5HG0445910	NA	NA
HORVU.MOREX.r3.1HG0094680	NA	NA
HORVU.MOREX.r3.4HG0352080	NA	NA
HORVU.MOREX.r3.3HG0306390	NA	NA
HORVU.MOREX.r3.5HG0497270	NA	NA
HORVU.MOREX.r3.3HG0250230	NA	NA
HORVU.MOREX.r3.5HG0494200	NA	NA
HORVU.MOREX.r3.2HG0209210	MLO	NA
HORVU.MOREX.r3.3HG0255970	NA	NA
HORVU.MOREX.r3.6HG0543410	NA	NA
HORVU.MOREX.r3.4HG0376140	NA	NA
HORVU.MOREX.r3.2HG0153670	NA	NA
HORVU.MOREX.r3.5HG0514780	NA	NA
HORVU.MOREX.r3.6HG0618300	NA	NA
HORVU.MOREX.r3.3HG0225880	NA	NA
HORVU.MOREX.r3.6HG0607610	NA	NA
HORVU.MOREX.r3.6HG0551620	NA	NA
HORVU.MOREX.r3.2HG0200200	NA	NA
HORVU.MOREX.r3.5HG0420620	NA	NA
HORVU.MOREX.r3.2HG0155050	NA	NA
HORVU.MOREX.r3.1HG0092220	NA	NA
HORVU.MOREX.r3.6HG0624290	NA	NA
HORVU.MOREX.r3.4HG0376000	NA	NA
HORVU.MOREX.r3.5HG0528340	NA	NA
HORVU.MOREX.r3.3HG0291340	NA	NA
HORVU.MOREX.r3.4HG0413330	NA	NA
HORVU.MOREX.r3.3HG0229710	NA	NA
HORVU.MOREX.r3.5HG0443500	NA	NA
HORVU.MOREX.r3.2HG0125920	NA	NA
HORVU.MOREX.r3.2HG0142680	NA	NA
HORVU.MOREX.r3.4HG0404410	NA	NA
HORVU.MOREX.r3.7HG0729180	NA	NA
HORVU.MOREX.r3.5HG0459540	NA	NA
HORVU.MOREX.r3.1HG0025840	NA	NA
HORVU.MOREX.r3.7HG0656130	NA	NA
HORVU.MOREX.r3.1HG0080650	NA	NA
HORVU.MOREX.r3.2HG0104820	NA	NA
HORVU.MOREX.r3.4HG0383350	NA	NA
HORVU.MOREX.r3.2HG0104040	NA	NA
